player_id,full_name,first_name,last_name,team,position,weight,status,search_full_name,number,birth_date,height,espn_id,years_exp,yahoo_id,search_rank,college,rotowire_id,age,active,fantasy_data_id,injury_status,rotoworld_id,swish_id,stats_id,injury_body_part,practice_participation
4218,Trent Taylor,Trent,Taylor,CIN,WR,181,Active,trenttaylor,11,1994-04-30,68,3040569,5,30290,9999999,Louisiana Tech,11881,28,TRUE,19064,NA,12305,733849,733849,NA,NA
7609,Demetric Felton,Demetric,Felton,CLE,RB,189,Active,demetricfelton,25,1998-07-16,69,NA,1,NA,318,UCLA,15266,24,TRUE,NA,NA,NA,914812,NA,NA,NA
2446,MyCole Pruitt,MyCole,Pruitt,ATL,TE,258,Active,mycolepruitt,85,1992-03-24,74,2508256,7,28531,9999999,Southern Illinois,10251,30,TRUE,16903,NA,NA,552586,552586,NA,NA
5076,John Kelly,John,Kelly,CLE,RB,208,Active,johnkelly,41,1996-10-04,70,3915381,4,31145,396,Tennessee,12555,25,TRUE,19957,NA,13212,879766,879766,NA,NA
533,Colt McCoy,Colt,McCoy,ARI,QB,212,Active,coltmccoy,12,1986-09-05,73,13199,12,24060,9999999,Texas,6444,35,TRUE,11047,NA,5699,306296,306296,NA,NA
8407,T.J. Pledger,T.J.,Pledger,ARI,RB,196,Active,tjpledger,21,NA,69,NA,0,NA,9999999,Utah,16618,NA,TRUE,NA,NA,NA,1107843,NA,NA,NA
8236,Jerreth Sterns,Jerreth,Sterns,TB,WR,195,Active,jerrethsterns,9,1999-07-01,69,NA,0,NA,9999999,Western Kentucky,15813,23,TRUE,NA,NA,NA,1171061,NA,NA,NA
5661,Chris Lacy,Chris,Lacy,LV,WR,205,Active,chrislacy,14,1996-01-28,75,3122430,4,31651,9999999,Oklahoma State,12952,26,TRUE,20511,NA,NA,835417,835417,NA,NA
4089,Gerald Everett,Gerald,Everett,LAC,TE,240,Active,geraldeverett,7,1994-06-25,75,3918639,5,30157,173,South Alabama,11737,28,TRUE,18935,NA,12284,838487,838487,NA,NA
ARI,Arizona Cardinals,Arizona,Cardinals,ARI,DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
4574,Cooper Rush,Cooper,Rush,DAL,QB,225,Active,cooperrush,10,1993-11-21,75,2972515,5,30788,9999999,Central Michigan,11841,28,TRUE,19461,NA,NA,694117,694117,NA,NA
6068,Devine Ozigbo,Devine,Ozigbo,NO,RB,225,Active,devineozigbo,28,1996-10-02,72,3699935,3,32390,9999999,Nebraska,13624,25,TRUE,20904,NA,14045,866115,866115,NA,NA
7602,Kylen Granson,Kylen,Granson,IND,TE,242,Active,kylengranson,83,1998-03-27,74,NA,1,NA,524,SMU,15245,24,TRUE,NA,NA,NA,921050,NA,NA,NA
8778,Justin Rigg,Justin,Rigg,CIN,TE,260,Active,justinrigg,87,NA,78,NA,0,NA,519,Kentucky,16520,NA,TRUE,NA,NA,NA,920057,NA,NA,NA
111,Marcedes Lewis,Marcedes,Lewis,GB,TE,267,Active,marcedeslewis,89,1984-05-19,78,9614,16,7777,9999999,UCLA,4891,38,TRUE,3061,NA,3615,214197,214197,NA,NA
7064,Darrynton Evans,Darrynton,Evans,CHI,RB,203,Active,darryntonevans,21,1998-07-09,70,4036431,2,32763,347,Appalachian State,14400,24,TRUE,21845,NA,NA,915030,NA,NA,NA
8138,James Cook,James,Cook,BUF,RB,190,Active,jamescook,28,1999-09-25,71,NA,0,NA,101,Georgia,15876,22,TRUE,NA,NA,NA,1131012,NA,NA,NA
7594,Chuba Hubbard,Chuba,Hubbard,CAR,RB,210,Active,chubahubbard,30,1999-06-11,73,NA,1,NA,175,Oklahoma State,15242,23,TRUE,NA,NA,NA,1062047,NA,NA,NA
4036,Corey Davis,Corey,Davis,NYJ,WR,209,Active,coreydavis,84,1995-01-11,75,3042778,5,30118,228,Western Michigan,11733,27,TRUE,18879,NA,12169,732121,732121,NA,NA
6271,Olamide Zaccheaus,Olamide,Zaccheaus,ATL,WR,193,Active,olamidezaccheaus,17,1997-07-23,68,3917914,3,32123,569,Virginia,13833,25,TRUE,21142,NA,NA,883976,883976,NA,NA
8650,Lujuan Winningham,Lujuan,Winningham,JAX,WR,195,Active,lujuanwinningham,15,NA,75,NA,0,NA,578,Central Arkansas,16352,NA,TRUE,NA,NA,NA,1053065,NA,NA,NA
8484,Ko Kieft,Ko,Kieft,TB,TE,265,Active,kokieft,41,1998-01-20,77,NA,0,NA,9999999,Minnesota,16282,24,TRUE,NA,NA,NA,911239,NA,NA,NA
2711,Taylor Heinicke,Taylor,Heinicke,WAS,QB,210,Active,taylorheinicke,4,1993-03-15,73,2565969,7,28839,575,Old Dominion,10179,29,TRUE,17179,NA,10665,599113,599113,NA,NA
8114,Erik Ezukanma,Erik,Ezukanma,MIA,WR,206,Active,erikezukanma,87,2000-01-25,74,NA,0,NA,358,Texas Tech,15815,22,TRUE,NA,NA,NA,1120915,NA,NA,NA
5163,Ryan Nall,Ryan,Nall,DAL,RB,239,Active,ryannall,35,1995-12-27,74,3127335,4,31662,9999999,Oregon State,12513,26,TRUE,20106,Questionable,NA,838156,838156,NA,NA
7551,Deon Jackson,Deon,Jackson,IND,RB,218,Active,deonjackson,35,1999-02-18,72,NA,1,NA,9999999,Duke,15635,23,TRUE,NA,NA,NA,1056950,NA,NA,NA
4179,Joshua Dobbs,Joshua,Dobbs,CLE,QB,216,Active,joshuadobbs,15,1995-01-26,75,3044720,5,30248,480,Tennessee,11834,27,TRUE,19025,NA,12335,741262,741262,NA,NA
830,A.J. Green,A.J.,Green,ARI,WR,207,Active,ajgreen,18,1988-07-31,76,13983,11,24791,230,Georgia,7241,34,TRUE,12845,NA,6438,458093,458093,NA,NA
7553,Kyle Pitts,Kyle,Pitts,ATL,TE,246,Active,kylepitts,8,2000-10-06,78,NA,1,NA,20,Florida,15265,21,TRUE,NA,NA,NA,1123026,NA,NA,NA
7351,Kirk Merritt,Kirk,Merritt,NO,WR,208,Active,kirkmerritt,85,1997-01-05,72,3915145,2,33242,687,Arkansas State,14861,25,TRUE,22339,NA,NA,880022,NA,NA,NA
8187,CJ Verdell,CJ,Verdell,IND,RB,211,Active,cjverdell,42,1999-08-16,68,NA,0,NA,9999999,Oregon,16110,22,TRUE,NA,NA,NA,1060296,NA,NA,NA
7608,Khalil Herbert,Khalil,Herbert,CHI,RB,212,Active,khalilherbert,24,1998-04-21,69,NA,1,NA,151,Virginia Tech,15281,24,TRUE,NA,NA,NA,935104,NA,NA,NA
1339,Zach Ertz,Zach,Ertz,ARI,TE,250,Active,zachertz,86,1990-11-10,77,15835,9,26658,88,Stanford,8781,31,TRUE,14856,Questionable,8409,503177,503177,NA,NA
5638,Shaq Roland,Shaq,Roland,CHI,WR,170,Active,shaqroland,6,NA,"6'2""",2978744,1,31665,1104,West Georgia,13242,NA,TRUE,20606,NA,NA,NA,694031,NA,NA
6845,Zack Moss,Zack,Moss,BUF,RB,205,Active,zackmoss,20,1997-12-15,69,4035676,2,32756,545,Utah,14564,24,TRUE,21784,NA,NA,913170,NA,NA,NA
5536,Dontrell Hilliard,Dontrell,Hilliard,TEN,RB,202,Active,dontrellhilliard,40,1995-02-26,71,3126246,4,31457,238,Tulane,13135,27,TRUE,20566,NA,13638,821729,821729,NA,NA
4362,Cethan Carter,Cethan,Carter,MIA,TE,243,Active,cethancarter,82,1995-09-05,75,3040470,5,30577,9999999,Nebraska,11889,26,TRUE,19219,NA,NA,728274,728274,NA,NA
8087,K.J. Costello,K.J.,Costello,NO,QB,225,Active,kjcostello,19,1997-06-07,77,NA,1,NA,9999999,Mississippi State,15703,25,TRUE,NA,NA,NA,923761,NA,NA,NA
8107,Nikola Kalinic,Nikola,Kalinic,IND,TE,245,Active,nikolakalinic,48,1997-01-21,76,NA,1,NA,9999999,York (CAN),15869,25,TRUE,NA,NA,NA,1166045,NA,NA,NA
1352,Robert Woods,Robert,Woods,TEN,WR,195,Active,robertwoods,2,1992-04-10,72,15880,9,26664,103,USC,8628,30,TRUE,14871,Questionable,8407,555693,555693,NA,NA
8233,Mataeo Durant,Mataeo,Durant,PIT,RB,195,Active,mataeodurant,40,1999-12-04,73,NA,0,NA,9999999,Duke,16018,22,TRUE,NA,NA,NA,1121052,NA,NA,NA
6918,Salvon Ahmed,Salvon,Ahmed,MIA,RB,197,Active,salvonahmed,26,1998-12-30,71,4243315,2,33265,9999999,Washington,14453,23,TRUE,21843,NA,NA,1049246,NA,NA,NA
1550,Ryan Griffin,Ryan,Griffin,TB,QB,218,Active,ryangriffin,4,1989-11-17,76,16140,9,26949,521,Tulane,8923,32,TRUE,15190,NA,8507,466883,466883,NA,NA
5967,Tony Pollard,Tony,Pollard,DAL,RB,209,Active,tonypollard,20,1997-04-30,72,3916148,3,31960,86,Memphis,13590,25,TRUE,20912,NA,14245,880398,880398,NA,NA
4455,Matt Breida,Matt,Breida,NYG,RB,190,Active,mattbreida,31,1995-02-28,70,3049916,5,30552,230,Georgia Southern,12289,27,TRUE,19319,Questionable,12678,750097,750097,NA,NA
6111,Jake Browning,Jake,Browning,CIN,QB,209,Active,jakebrowning,6,1996-04-11,74,3886812,3,32138,9999999,Washington,13504,26,TRUE,21046,NA,NA,865844,865844,NA,NA
7890,Javon McKinley,Javon,McKinley,PIT,WR,215,Inactive,javonmckinley,0,1998-04-10,74,NA,1,NA,9999999,Notre Dame,15575,24,TRUE,NA,IR,NA,946106,NA,NA,NA
3286,Demarcus Robinson,Demarcus,Robinson,LV,WR,202,Active,demarcusrobinson,11,1994-09-21,73,3043116,6,29360,625,Florida,11163,27,TRUE,18047,NA,11438,727279,727279,NA,NA
7100,Derrick Dillon,Derrick,Dillon,CLE,WR,185,Active,derrickdillon,80,1995-10-28,71,3843469,2,33038,9999999,LSU,14803,26,TRUE,22128,NA,NA,865558,NA,NA,NA
7915,Landen Akers,Landen,Akers,LAR,WR,191,Active,landenakers,84,1997-07-07,72,NA,1,NA,528,Iowa State,15731,25,TRUE,NA,NA,NA,910726,NA,NA,NA
7559,Ihmir Smith-Marsette,Ihmir,Smith-Marsette,MIN,WR,185,Active,ihmirsmithmarsette,15,1999-08-29,73,NA,1,NA,620,Iowa,15287,22,TRUE,NA,NA,NA,1059221,NA,NA,NA
8861,Irvin Charles,Irvin,Charles,NYJ,WR,219,Active,irvincharles,82,NA,76,NA,0,NA,9999999,Indiana (PA),16430,NA,TRUE,NA,NA,NA,883312,NA,NA,NA
8068,C.J. Saunders,C.J.,Saunders,CAR,WR,190,Active,cjsaunders,81,1996-09-15,70,NA,1,NA,600,Ohio State,15775,25,TRUE,NA,Questionable,NA,911712,NA,NA,NA
7992,Matt Bushman,Matt,Bushman,KC,TE,245,Active,mattbushman,89,1995-11-03,77,NA,1,NA,9999999,BYU,15203,26,TRUE,NA,NA,NA,978127,NA,NA,NA
1166,Kirk Cousins,Kirk,Cousins,MIN,QB,205,Active,kirkcousins,8,1988-08-19,75,14880,10,25812,112,Michigan State,8057,33,TRUE,14252,Questionable,7486,403308,403308,NA,NA
8159,Desmond Ridder,Desmond,Ridder,ATL,QB,207,Active,desmondridder,4,1999-08-31,75,NA,0,NA,228,Cincinnati,15928,22,TRUE,NA,NA,NA,1059684,NA,NA,NA
8196,Ty Fryfogle,Ty,Fryfogle,DAL,WR,205,Active,tyfryfogle,14,1999-01-28,73,NA,0,NA,562,Indiana,15886,23,TRUE,NA,NA,NA,1065123,NA,NA,NA
6153,Dexter Williams,Dexter,Williams,GB,RB,212,Active,dexterwilliams,34,1997-01-06,71,3932449,3,32026,9999999,Notre Dame,13670,25,TRUE,20984,NA,14175,884610,884610,NA,NA
7622,Sammis Reyes,Sammis,Reyes,WAS,TE,260,Active,sammisreyes,80,1995-10-19,77,NA,1,NA,349,Loyola (NO),15586,26,TRUE,NA,NA,NA,851225,NA,NA,NA
1833,Damien Williams,Damien,Williams,ATL,RB,221,Active,damienwilliams,6,1992-04-03,71,17359,8,28115,293,Oklahoma,9644,30,TRUE,16031,NA,9570,691283,691283,NA,NA
6926,Brycen Hopkins,Brycen,Hopkins,LAR,TE,245,Active,brycenhopkins,88,1997-03-27,76,3918003,2,32806,9999999,Purdue,14586,25,TRUE,21678,NA,NA,880294,NA,NA,NA
7084,Jake Luton,Jake,Luton,JAX,QB,225,Active,jakeluton,6,1996-04-11,78,3124900,2,32859,383,Oregon State,14562,26,TRUE,21814,NA,NA,821950,NA,NA,NA
6039,Ty Johnson,Ty,Johnson,NYJ,RB,210,Active,tyjohnson,25,1997-09-17,70,3915411,3,32018,547,Maryland,13587,24,TRUE,20837,Questionable,14262,877784,877784,NA,NA
8801,Dennis Houston,Dennis,Houston,DAL,WR,198,Active,dennishouston,3,NA,73,NA,0,NA,467,Western Illinois,16356,NA,TRUE,NA,NA,NA,1058076,NA,NA,NA
6139,Jace Sternberger,Jace,Sternberger,PIT,TE,251,Active,jacesternberger,85,1996-06-26,76,3917962,3,31907,378,Texas A&M,13495,26,TRUE,20952,NA,NA,877598,877598,NA,NA
6985,Dezmon Patmon,Dezmon,Patmon,IND,WR,225,Active,dezmonpatmon,10,1998-08-06,76,4054085,2,32882,9999999,Washington State,14643,24,TRUE,21959,NA,NA,910629,NA,NA,NA
2410,Jamison Crowder,Jamison,Crowder,BUF,WR,177,Active,jamisoncrowder,80,1993-06-17,69,2576716,7,28493,191,Duke,10224,29,TRUE,16866,NA,10373,599649,599649,NA,NA
5806,John Wolford,John,Wolford,LAR,QB,216,Active,johnwolford,13,1995-10-16,73,3124092,4,31803,564,Wake Forest,13403,26,TRUE,20703,NA,NA,836347,836347,NA,NA
4930,Franko House,Franko,House,CHI,TE,247,Active,frankohouse,0,1994-09-19,"6'6""",NA,1,30721,9999999,Ball State,NA,23,TRUE,19432,NA,NA,NA,NA,NA,NA
928,Randall Cobb,Randall,Cobb,GB,WR,195,Active,randallcobb,18,1990-08-22,70,14053,11,24851,244,Kentucky,7256,31,TRUE,13227,Questionable,6497,465949,465949,NA,NA
7954,Connor Wedington,Connor,Wedington,HOU,WR,197,Active,connorwedington,82,1999-05-28,72,NA,1,NA,9999999,Stanford,15356,23,TRUE,NA,NA,NA,1060317,NA,NA,NA
24,Matt Ryan,Matt,Ryan,IND,QB,220,Active,mattryan,2,1985-05-17,76,11237,14,8780,153,Boston College,5610,37,TRUE,732,NA,4637,216263,216263,NA,NA
138,Ben Roethlisberger,Ben,Roethlisberger,PIT,QB,240,Active,benroethlisberger,7,1982-03-02,77,5536,18,6770,176,Miami (OH),3764,39,TRUE,3807,NA,1181,246061,246061,NA,NA
3214,Hunter Henry,Hunter,Henry,NE,TE,250,Active,hunterhenry,85,1994-12-07,77,3046439,6,29269,123,Arkansas,10735,27,TRUE,17975,NA,11299,744425,744425,NA,NA
96,Aaron Rodgers,Aaron,Rodgers,GB,QB,225,Active,aaronrodgers,12,1983-12-02,74,8439,17,7200,63,California,4307,38,TRUE,2593,NA,3118,213957,213957,NA,NA
8210,Chigoziem Okonkwo,Chigoziem,Okonkwo,TEN,TE,238,Active,chigoziemokonkwo,85,1999-09-08,75,NA,0,NA,502,Maryland,16042,22,TRUE,NA,NA,NA,NA,NA,NA,NA
8433,Cade Brewer,Cade,Brewer,SEA,TE,238,Active,cadebrewer,47,NA,74,NA,0,NA,9999999,Texas,16134,NA,TRUE,NA,NA,NA,1066946,NA,NA,NA
4924,Zach Terrell,Zach,Terrell,BAL,QB,206,Active,zachterrell,0,1993-05-01,"6'1""",NA,1,30509,9999999,Western Michigan,NA,24,TRUE,19211,NA,NA,NA,652366,NA,NA
8186,Devon Williams,Devon,Williams,BAL,WR,211,Active,devonwilliams,17,NA,77,NA,0,NA,9999999,Oregon,15842,NA,TRUE,NA,Questionable,NA,1127114,NA,NA,NA
7455,John Hurst,John,Hurst,IND,WR,190,Inactive,johnhurst,9,1996-11-02,74,4683123,2,33295,9999999,West Georgia,14877,25,TRUE,22433,Questionable,NA,1215199,NA,NA,NA
8543,Drew Estrada,Drew,Estrada,HOU,WR,196,Active,drewestrada,81,NA,72,NA,0,NA,9999999,Baylor,16326,NA,TRUE,NA,Questionable,NA,919131,NA,NA,NA
2750,DeAndre Carter,DeAndre,Carter,LAC,WR,190,Active,deandrecarter,82,1993-04-10,68,2580216,7,28947,575,Sacramento State,10234,29,TRUE,17218,NA,10738,612512,612512,NA,NA
2306,Jameis Winston,Jameis,Winston,NO,QB,231,Active,jameiswinston,2,1994-01-06,76,2969939,7,28389,168,Florida State,10037,28,TRUE,16762,Questionable,9376,691536,691536,NA,NA
8120,Jerrion Ealy,Jerrion,Ealy,KC,RB,187,Active,jerrionealy,29,2000-08-19,68,NA,0,NA,647,Ole Miss,15987,21,TRUE,NA,NA,NA,1176738,NA,NA,NA
5113,Cedrick Wilson,Cedrick,Wilson,MIA,WR,197,Active,cedrickwilson,11,1995-11-20,74,4036335,4,31178,285,Boise State,12773,26,TRUE,20013,NA,NA,912061,912061,NA,NA
5045,Courtland Sutton,Courtland,Sutton,DEN,WR,216,Active,courtlandsutton,14,1995-10-10,76,3128429,4,31010,52,SMU,12586,26,TRUE,19800,NA,13129,838878,838878,NA,NA
5880,Parris Campbell,Parris,Campbell,IND,WR,208,Active,parriscampbell,1,1997-07-16,72,3121410,3,31891,205,Ohio State,13525,25,TRUE,21005,Questionable,14056,836104,836104,NA,NA
7828,Noah Gray,Noah,Gray,KC,TE,243,Active,noahgray,83,1999-04-30,76,NA,1,NA,588,Duke,15459,23,TRUE,NA,NA,NA,1056981,NA,NA,NA
4046,Patrick Mahomes,Patrick,Mahomes,KC,QB,227,Active,patrickmahomes,15,1995-09-17,75,3139477,5,30123,8,Texas Tech,11839,26,TRUE,18890,NA,12142,839031,839031,NA,NA
8435,Kwamie Lassiter,Kwamie,Lassiter,CIN,WR,185,Active,kwamielassiter,18,NA,71,NA,0,NA,9999999,Kansas,16517,NA,TRUE,NA,NA,NA,935156,NA,NA,NA
7541,Cornell Powell,Cornell,Powell,KC,WR,210,Active,cornellpowell,14,1997-10-30,72,NA,1,NA,9999999,Clemson,15446,24,TRUE,NA,NA,NA,913546,NA,NA,NA
ATL,Atlanta Falcons,Atlanta,Falcons,ATL,DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
8234,Jaivon Heiligh,Jaivon,Heiligh,CIN,WR,202,Active,jaivonheiligh,15,NA,74,NA,0,NA,654,Coastal Carolina,16207,NA,TRUE,NA,NA,NA,1125104,NA,NA,NA
8129,Dameon Pierce,Dameon,Pierce,HOU,RB,218,Active,dameonpierce,31,2000-02-19,70,NA,0,NA,116,Florida,15875,22,TRUE,NA,NA,NA,1108998,NA,NA,NA
8227,Teagan Quitoriano,Teagan,Quitoriano,HOU,TE,259,Active,teaganquitoriano,84,2000-03-15,78,NA,0,NA,645,Oregon State,16034,22,TRUE,NA,NA,NA,1128538,NA,NA,NA
5285,Ross Dwelley,Ross,Dwelley,SF,TE,235,Active,rossdwelley,82,1995-01-26,77,3120303,4,31329,672,San Diego,13030,27,TRUE,20361,NA,NA,752665,752665,NA,NA
5970,Greg Dortch,Greg,Dortch,ARI,WR,175,Active,gregdortch,83,1998-05-29,67,4037235,3,32523,361,Wake Forest,13469,24,TRUE,21071,NA,NA,910852,910852,NA,NA
7863,JaQuan Hardy,JaQuan,Hardy,DEN,RB,225,Active,jaquanhardy,45,1997-12-31,70,NA,1,NA,9999999,Tiffin,15660,24,TRUE,NA,NA,NA,1283984,NA,NA,NA
6007,Ryquell Armstead,Ryquell,Armstead,JAX,RB,220,Active,ryquellarmstead,23,1996-10-30,71,3923397,3,31972,9999999,Temple,13473,25,TRUE,20743,NA,14167,884791,884791,NA,NA
2118,Eric Ebron,Eric,Ebron,PIT,TE,253,Inactive,ericebron,85,1993-04-10,76,16732,8,27538,215,North Carolina,9210,28,TRUE,16451,NA,9390,605752,605752,NA,NA
6063,Tyron Johnson,Tyron,Johnson,LV,WR,193,Active,tyronjohnson,1,1996-01-08,73,3894912,3,32511,429,Oklahoma State,13615,26,TRUE,20838,NA,NA,865567,865567,NA,NA
5703,Deontez Alexander,Deontez,Alexander,SEA,WR,180,Active,deontezalexander,82,1996-07-25,75,4055563,4,31705,9999999,Franklin,13309,26,TRUE,20626,NA,NA,952047,952047,NA,NA
8252,Travell Harris,Travell,Harris,CLE,WR,182,Active,travellharris,83,NA,68,NA,0,NA,9999999,Washington State,16526,NA,TRUE,NA,NA,NA,1065021,NA,NA,NA
4198,Jamal Agnew,Jamal,Agnew,JAX,WR,190,Active,jamalagnew,39,1995-04-03,70,3061612,5,30278,9999999,San Diego,12205,27,TRUE,19044,NA,NA,752646,NA,NA,NA
8112,Drake London,Drake,London,ATL,WR,213,Active,drakelondon,5,2001-07-24,76,NA,0,NA,64,USC,15868,21,TRUE,NA,Questionable,NA,1178741,NA,NA,NA
6770,Joe Burrow,Joe,Burrow,CIN,QB,215,Active,joeburrow,9,1996-12-10,76,3915511,2,32671,10,LSU,14442,25,TRUE,21693,Questionable,14863,878785,NA,NA,NA
7859,Nick Eubanks,Nick,Eubanks,CIN,TE,256,Active,nickeubanks,86,1996-11-21,77,NA,1,NA,687,Michigan,15563,25,TRUE,NA,NA,NA,946018,NA,NA,NA
8164,Matt Corral,Matt,Corral,CAR,QB,205,Active,mattcorral,9,1999-01-31,74,NA,0,NA,299,Ole Miss,15865,23,TRUE,NA,NA,NA,1105824,NA,NA,NA
1346,Marquise Goodwin,Marquise,Goodwin,SEA,WR,180,Active,marquisegoodwin,15,1990-11-19,69,15839,9,26701,699,Texas,8807,31,TRUE,14865,Questionable,8461,507478,507478,NA,NA
5977,Terry Godwin,Terry,Godwin,TEN,WR,185,Active,terrygodwin,80,1996-10-23,71,3915174,3,32069,9999999,Georgia,13619,25,TRUE,20775,NA,NA,879072,879072,NA,NA
4962,Sony Michel,Sony,Michel,MIA,RB,215,Active,sonymichel,28,1995-02-17,71,3128721,4,31001,221,Georgia,12880,27,TRUE,19828,NA,13134,823041,823041,NA,NA
TEN,Tennessee Titans,Tennessee,Titans,TEN,DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA
5347,Nyheim Hines,Nyheim,Hines,IND,RB,196,Active,nyheimhines,21,1996-11-12,69,3916430,4,31074,126,North Carolina State,12630,25,TRUE,19912,NA,13209,880146,880146,NA,NA
4622,Keelan Cole,Keelan,Cole,LV,WR,194,Active,keelancole,84,1993-04-20,73,3071572,5,30396,355,Kentucky Wesleyan,12388,29,TRUE,19514,NA,12539,791008,791008,NA,NA
5709,Luis Perez,Luis,Perez,LAR,QB,218,Active,luisperez,14,1994-08-26,75,4290778,4,31734,9999999,Texas A&M-Commerce,13078,27,TRUE,20507,NA,NA,895714,895714,NA,NA
4229,Mason Schreck,Mason,Schreck,HOU,TE,252,Active,masonschreck,47,1993-11-04,77,2972331,5,30364,439,Buffalo,12224,28,TRUE,19075,NA,NA,694088,694088,NA,NA
7234,Maurice Ffrench,Maurice,Ffrench,LAC,WR,200,Active,mauriceffrench,80,1998-01-01,71,4036055,2,32944,364,Pittsburgh,14943,24,TRUE,22235,NA,NA,922528,NA,NA,NA
7337,Easop Winston,Easop,Winston,NO,WR,192,Active,easopwinston,18,1996-12-17,72,4245174,2,33299,9999999,Washington State,14817,25,TRUE,21724,NA,NA,975827,NA,NA,NA
8751,Dylan Parham,Dylan,Parham,DEN,TE,245,Active,dylanparham,48,NA,77,NA,0,NA,9999999,North Carolina State,16479,NA,TRUE,NA,NA,NA,910778,NA,NA,NA
7523,Trevor Lawrence,Trevor,Lawrence,JAX,QB,213,Active,trevorlawrence,16,1999-10-06,78,NA,1,NA,78,Clemson,15357,22,TRUE,NA,NA,NA,1110711,NA,NA,NA
7583,Sam Ehlinger,Sam,Ehlinger,IND,QB,225,Active,samehlinger,4,1998-09-30,75,NA,1,NA,548,Texas,15328,23,TRUE,NA,NA,NA,975829,NA,NA,NA
8876,Kevin Kassis,Kevin,Kassis,SEA,WR,202,Active,kevinkassis,86,NA,72,NA,0,NA,9999999,Montana State,16487,NA,TRUE,NA,NA,NA,946360,NA,NA,NA
8148,Jameson Williams,Jameson,Williams,DET,WR,189,Active,jamesonwilliams,9,2001-03-26,74,NA,0,NA,114,Alabama,15849,21,TRUE,NA,PUP,NA,1175184,NA,NA,NA
5277,Deon Yelder,Deon,Yelder,ARI,TE,255,Active,deonyelder,81,1995-03-06,76,3059766,4,31519,9999999,Western Kentucky,13022,27,TRUE,20332,NA,NA,750702,750702,NA,NA
7308,Nick Bowers,Nick,Bowers,LV,TE,265,Active,nickbowers,82,1996-05-26,76,3929633,2,33315,9999999,Penn State,14869,26,TRUE,21719,NA,NA,883307,NA,NA,NA
6869,Adam Trautman,Adam,Trautman,NO,TE,253,Active,adamtrautman,82,1997-02-05,77,3911853,2,32775,276,Dayton,14541,25,TRUE,21786,NA,NA,875444,NA,NA,NA
7045,Joshua Kelley,Joshua,Kelley,LAC,RB,212,Active,joshuakelley,25,1997-11-20,71,3910544,2,32782,365,UCLA,14494,24,TRUE,21776,NA,NA,878371,NA,NA,NA
5980,Myles Gaskin,Myles,Gaskin,MIA,RB,194,Active,mylesgaskin,37,1997-02-15,70,3886818,3,32066,249,Washington,13505,25,TRUE,20768,NA,14044,865895,865895,NA,NA
8420,Jack Sorenson,Jack,Sorenson,CIN,WR,192,Active,jacksorenson,14,1997-07-26,72,NA,0,NA,653,Miami (OH),16521,25,TRUE,NA,NA,NA,915951,NA,NA,NA
